#Id	Organism	TaxonID	Full_Taxonomy	Banfield_tree_name	CDS_GC	CDS_GC_nostartstop	Ribo_prot_GC_nostartstop	CDS_number	Intragenic_GC	Gene_density	Coding_density	Genome_length	Intragenic_length	CDS_length	tRNA_number	All_NC_wright	All_NC_novembre	All_NC_info	Ribo_NC_wright	Ribo_NC_novembre	Ribo_NC_info	Ribo_prot_number	Information_content_all(-20_-4)	Information_content_ribo(-20_-4)	Information_content_all_mean_random(-20_-4)	Information_content_ribo_mean_random(-20_-4)	Mean_binding_all	Mean_binding_ribo	Mean_binding_all_mean_random	Mean_binding_ribo_mean_random	Location_of_best_binding_all	Location_of_best_binding_ribo	ATG_start_percent	16s_copies	23s_copies	CDS_with_SD_utr_motif	Expected_CDS_with_SD_utr_motif	CDS_with_SD_utr_binding	Expected_CDS_with_SD_utr_binding	RP_information_percentile	RP_information_zscore	aSD_binding_score_ribosome	aSD_binding_score_all	Internal_SD_seqs	Mean_folding_init	Mean_folding_internal	Mean_folding_diff	Mean_folding_init_ribo	Mean_folding_internal_ribo	Mean_folding_diff_ribo	aSD_binding_summary	folding_energy_init_summary	folding_energy_diff_summary	NC_summary_info	NC_summary_novembre	SD_summary_all_info	SD_summary_ribo_info	SD_summary_all_motif_diff	SD_summary_all_binding_diff	Domain	Phylum	Class
GCA_000091085	Chlamydophila pneumoniae AR39	115711	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Chlamydiaceae_ChlamydiaChlamydophila_group_Chlamydophila_pneumoniae_AR39	0.4129707173858473	0.41388379232877465	0.3938996836873023	1118.0	0.3244538706256628	0.9092625072404475	0.890768277320285	1234385.0	112005.0	1099551.0	37.0	51.75628915863021	55.79902263903117	59.816452269377976	45.604151031101004	49.448232470826866	59.0893120656926	53.0	1.708669075811583	5.144202838831962	1.3895779952519975	3.0411123770908244	-2.6451208594449427	-4.559245283018868	-1.0763638137869274	-1.648702641509434	18.0	17.0	0.7835420393559929	1.0	1.0	478.0	179.016	356.0	118.20200000000001	100.0	7.863932111113628	2.6318548109996507	3.0166294562584017	342.0	-6.577822177822178	-9.221588411588412	2.6437662337662338	-5.448	-9.27	3.8220000000000014	-0.12755117949951875	-0.17176234736650256	0.4456648818588206	-0.01215619074850449	-0.11381543740090451	0.31909108055958546	2.1030904617411377	0.2674275491949911	0.21269946332737028	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000026025	Chlamydophila abortus S26/3	218497	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydophila.	Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Chlamydiaceae_ChlamydiaChlamydophila_group_Chlamydophila_abortus_S263	0.4049202301359072	0.4058230216903213	0.4012715712988192	930.0	0.3279574350469873	0.906363899309406	0.869676688713597	1144377.0	107155.0	995238.0	37.0	50.999936028283635	55.709361243548116	59.96016993418847	47.6032263651351	51.08831762157547	59.29067075291089	52.0	1.9229299629999308	4.8239479697058165	1.3887499011761868	3.0360760813487926	-2.9740752688172107	-4.508076923076923	-1.1271644516129014	-1.6961834615384617	17.0	16.0	0.8870967741935484	1.0	1.0	428.0	155.898	338.0	105.04	100.0	6.438227055986878	2.503481667558169	2.9573234781226314	219.0	-6.4546336206896555	-9.28967672413793	2.8350431034482764	-5.9215686274509824	-9.090196078431372	3.168627450980392	-0.15346370254111338	-0.0825864060711345	0.11766464754146962	-0.011165731885223367	-0.08294914030283958	0.534180061823744	1.787871888357024	0.29258279569892476	0.250494623655914	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000011565	Candidatus Protochlamydia amoebophila UWE25	264201	Bacteria; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus Protochlamydia.	Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Candidatus_Protochlamydia_amoebophila_UWE25	0.3614131948076822	0.3621699183404031	0.3990738218469082	1855.0	0.28004566507218553	0.8129697469211606	0.7957775324968471	2414465.0	451578.0	1921377.0	34.0	46.54673672122707	54.37183643561218	59.37008217224057	44.75743468384431	47.70399295646011	57.719509391636855	52.0	2.8659694581916266	3.5983399243137435	2.1612122094322186	2.299702406208442	-3.4196172506738565	-5.020000000000001	-0.9684761293800518	-1.4730776923076925	18.0	17.0	0.8506738544474394	3.0	2.0	998.0	273.624	756.0	162.164	56.73	0.14297811367822175	2.0738988822759827	2.663943066756569	376.0	-5.7489913700107875	-7.683856526429341	1.9348651564185544	-6.233333333333335	-9.0	2.7666666666666666	-0.22149279083467155	0.08424816322548051	0.4299015399025435	-0.02780142321203437	-0.12263414142813096	0.704757248759408	1.2986375181053016	0.39049919137466305	0.32012722371967656	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000237205	Simkania negevensis Z	331113	Bacteria; Chlamydiae; Chlamydiales; Simkaniaceae; Simkania.	Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Simkaniaceae_Simkania_negevensis_Z_gsn.131	0.4250166038228056	0.4260636562560389	0.4301511616110377	2218.0	0.33749158475831426	0.9094200823045928	0.9029417903111641	2496337.0	226118.0	2254047.0	34.0	53.43949687001845	55.09296813764118	58.891583535707035	51.5390693389423	51.31988286712676	58.21059179305626	53.0	1.8958466036043289	4.212070055632858	1.2089629586191124	2.896667423014426	-3.4888357400722043	-4.3756	-1.232423898916971	-1.6281832	17.0	15.0	0.8935978358881875	1.0	1.0	1223.0	435.13599999999997	1017.0	288.022	100.0	4.054484822714969	2.5464994495717286	2.9775879634511884	575.0	-6.979502283105023	-9.738579908675797	2.7590776255707765	-5.13404255319149	-10.134042553191488	4.999999999999999	-0.14477775943848337	-0.26441136560421463	0.812199828544381	-0.011563481600692187	-0.06848578680836286	0.6868836449852165	1.315402632618432	0.35521370604147884	0.32866456266907124	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000019965	Opitutus terrae PB90-1	452637	Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Opitutus.	Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus_terrae_PB90_1	0.6551223548616417	0.6568518821257092	0.6371850402868986	4518.0	0.6543584552560435	0.8763489690907672	0.8639439842017053	5957605.0	736664.0	5147037.0	63.0	39.07476073531442	49.5328756124763	58.42321697822445	33.454769604631515	43.17000873446832	55.4048177070752	50.0	0.724464615456043	1.8879931056188233	0.9701855503342628	1.5286005394633355	-1.5274584901483377	-1.7676000000000005	-1.425991839716643	-0.7695180000000001	1.0	16.0	0.8273572377158035	1.0	1.0	659.0	572.898	669.0	738.346	95.07	1.7529267369857158	2.4831600098770084	3.1824380070799902	1447.0	-12.859404340124007	-19.52672719220549	6.667322852081488	-6.5539999999999985	-17.194000000000006	10.64	-0.2197302808875754	-0.49033409117169136	0.5958429246722728	-0.051664379800829344	-0.12845744971053752	-0.24572093487821978	0.35939256615548776	0.01905754758742806	-0.015348826914563962	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000020225	Akkermansia muciniphila ATCC BAA-835	349741	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia.	Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_muciniphila_ATCC_BAA_835	0.5674746668877054	0.5692387721144795	0.5705554801032188	2220.0	0.480342470823361	0.8876521995028719	0.8694622052759241	2664102.0	299306.0	2316336.0	52.0	44.90608009641157	48.15867781829362	56.960451964833915	38.30923162268433	42.22472561277729	52.24333755292618	53.0	0.3691415392689133	2.534628352394722	0.2130863197840472	2.2808271204894863	-1.4153378378378418	-1.2656603773584905	-1.0847874774774795	-0.5691924528301888	0.0	14.0	0.890990990990991	3.0	3.0	407.0	298.85200000000003	306.0	253.472	100.0	7.101589571318831	2.0593292453026697	3.776739242814773	921.0	-8.694963963963964	-14.99495945945946	6.299995495495494	-5.3641509433962264	-13.647169811320756	8.283018867924529	-0.4547335378738331	-0.3830738154145549	0.31476583972907585	-0.08281385152666934	-0.12321667608703012	0.1560552194848661	0.2538012319052356	0.04871531531531528	0.023661261261261265	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000019665	Methylacidiphilum infernorum V4	481448	Bacteria; Verrucomicrobia; unclassified Verrucomicrobia; Methylacidiphilales; Methylacidiphilaceae; Methylacidiphilum.	Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_unclassified_Verrucomicrobia_Methylacidiphilales_Methylacidiphilaceae_Methylacidiphilum_infernorum_V4	0.460938071756773	0.4621940187552061	0.4397873955960516	2099.0	0.4030044533651132	0.8944382625500351	0.8841923008816669	2287145.0	241435.0	2022276.0	45.0	54.64607781755095	54.49717536737622	59.020174716333024	53.776324870619746	53.84520475225915	59.25583596713098	49.0	1.249315761036392	4.203752512228673	0.9469905016922608	2.3161753453469367	-2.074749880895678	-4.866250000000001	-1.1612609147212984	-1.6455062500000004	16.0	17.0	0.7851357789423535	1.0	1.0	728.0	380.18	575.0	266.444	100.0	6.330326958790788	3.5177345536643214	3.6244382827121537	877.0	-7.5819914244878515	-10.959866603144356	3.377875178656503	-6.29375	-11.35	5.05625	-0.02944007339200333	-0.16990805612456486	0.49687295491216016	0.0039928931408726815	-0.011963383619830013	0.30232525934413124	1.8875771668817367	0.16570747975226297	0.14700142925202478	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000025905	Coraliomargarita akajimensis DSM 45221	583355	Bacteria; Verrucomicrobia; Opitutae; Puniceicoccales; Puniceicoccaceae; Coraliomargarita.	Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Coraliomargarita_akajimensis_DSM_45221	0.5395217188530258	0.5409916445079077	0.5440318679755299	3018.0	0.5114573554747492	0.8906270204179354	0.8786441507626032	3750771.0	410233.0	3295593.0	45.0	52.506687171420346	53.83697423601786	59.111856008601094	41.05361830912098	41.46223268293781	51.63298026872233	51.0	0.24260457700356475	2.9462411501533428	0.15902959681726536	1.439073033441114	-1.2810636182902673	-3.0396078431372544	-1.1095639628893392	-0.9671992156862744	16.0	15.0	0.9151756129887344	2.0	2.0	448.0	395.61	377.0	337.36400000000003	100.0	10.822178878416931	1.919895748468044	3.2157467005075735	837.0	-8.296138548226715	-14.185250248591313	5.889111700364602	-5.997800000000002	-14.493999999999998	8.496199999999998	-0.4029704677408182	-0.277037146241727	0.4426963576652806	-0.12652073957533239	-0.22985581431136848	0.08357498018629939	1.5071681167122288	0.01735917826375083	0.013133200795228617	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000253035	Parachlamydia acanthamoebae UV-7	765952	Bacteria; Chlamydiae; Chlamydiales; Parachlamydiaceae; Parachlamydia.	Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Parachlamydia_acanthamoebae_UV7	0.39728219517190144	0.39816346043983136	0.4209162424803332	2530.0	0.32399859221791155	0.8883147055559154	0.8710945217441967	3072383.0	343140.0	2676336.0	39.0	52.09896019804032	55.743355419703725	59.40318470872734	48.7360609269829	49.81482498659607	57.80624552589683	51.0	2.4804719251848275	4.55811473783561	1.5249230039576596	2.6589000854307643	-3.656546104928444	-5.049803921568627	-1.040672305246426	-1.524798823529412	18.0	17.0	0.908695652173913	3.0	3.0	1442.0	397.57800000000003	1146.0	243.49400000000003	99.77	3.165197436736769	2.2354614443717318	2.820776688797089	363.0	-6.176012058570198	-8.841688199827734	2.6656761412575367	-6.39148936170213	-10.951063829787236	4.559574468085106	-0.20750144694189282	0.03488939158286178	0.7104757766763521	-0.02688305670244466	-0.10635402889672628	0.955548921227168	1.8992146524048459	0.41281501976284585	0.35672173913043476	Bacteria	Chlamydiae	Verrucomicrobia
GCA_000092785	Waddlia chondrophila WSU 86-1044	716544	Bacteria; Chlamydiae; Chlamydiales; Waddliaceae; Waddlia.	Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Waddliaceae_Waddlia_chondrophila_WSU_86_1044	0.4431745202575015	0.4441771449113688	0.4424284717376134	1828.0	0.3516189971963854	0.9340588722267794	0.9226475113310324	2116312.0	139552.0	1952610.0	36.0	55.47970384669671	55.54968439061992	59.20729930987967	54.40337026122115	52.897668694595616	58.9054476363142	52.0	1.862451284593336	4.770041068564505	1.1573009487581418	2.9476276781063233	-3.3529157549234205	-5.21921568627451	-1.2311945295404818	-1.6487086274509803	17.0	17.0	0.8807439824945296	2.0	2.0	974.0	349.046	819.0	240.326	100.0	5.652892667148138	2.558435395667061	3.2896511254129286	693.0	-6.933532311062431	-10.222705366922234	3.289173055859803	-5.616326530612245	-10.720408163265306	5.104081632653061	-0.22227759171698874	-0.18997615087890893	0.5517826353222495	-0.005098217231386267	-0.047741327878221475	0.7051503358351943	1.8224133904581818	0.34187855579868703	0.3165612691466083	Bacteria	Chlamydiae	Verrucomicrobia
