#Id	Organism	TaxonID	Full Taxonomy	 Doubling Time	CDS_GC	CDS_GC_nostartstop	Ribo_prot_GC_nostartstop	CDS_number	Intragenic_GC	Gene_density	Coding_density	Genome_length	Intragenic_length	CDS_length	tRNA_number	All_NC_wright	All_NC_novembre	All_NC_info	Ribo_NC_wright	Ribo_NC_novembre	Ribo_NC_info	Ribo_prot_number	Information_content_all(-20_-4)	Information_content_ribo(-20_-4)	Information_content_all_mean_random(-20_-4)	Information_content_ribo_mean_random(-20_-4)	Mean_binding_all	Mean_binding_ribo	Mean_binding_all_mean_random	Mean_binding_ribo_mean_random	Location_of_best_binding_all	Location_of_best_binding_ribo	ATG_start_percent	16s_copies	23s_copies	CDS_with_SD_utr_motif	Expected_CDS_with_SD_utr_motif	CDS_with_SD_utr_binding	Expected_CDS_with_SD_utr_binding	RP_information_percentile	RP_information_zscore	aSD_binding_score_ribosome	aSD_binding_score_all	Internal_SD_seqs	Mean_folding_init	Mean_folding_internal	Mean_folding_diff	Mean_folding_init_ribo	Mean_folding_internal_ribo	Mean_folding_diff_ribo	aSD_binding_summary	folding_energy_init_summary	folding_energy_diff_summary	NC_summary_info	NC_summary_novembre	SD_summary_all_info	SD_summary_ribo_info	SD_summary_all_motif_diff	SD_summary_all_binding_diff
GCA_000018105	Acaryochloris marina MBIC11017	329726	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Acaryochloris.	45.0	0.4843834555391029	0.4857443505312956	0.5017829125659677	5599.0	0.4028392406633856	0.8400238078983672	0.8273856639672901	6503724.0	1040441.0	5381088.0	69.0	55.36507970320847	55.41944150848548	59.13950677280795	53.13976726865296	51.56815382041111	57.71768357695455	51.0	0.4986924950153806	1.875672829056106	0.2678659226567106	1.2894955029339512	-2.5710216110019752	-3.668999999999999	-1.2159387533488306	-1.1664148000000003	16.0	16.0	0.8456867297731738	2.0	2.0	2081.0	919.678	1854.0	707.052	99.58	2.9285139839282293	2.368631144787112	2.9860793391615617	729.0	-8.073984612631955	-11.799860440150294	3.72587582751834	-6.056	-12.03	5.9739999999999975	-0.20677554888672797	-0.24993664336129234	0.6033813998517082	-0.02404185076002606	-0.06949344098829793	0.23082657235867	0.5861773261221548	0.20741596713698873	0.20484872298624757
GCA_000176855	Acidovorax avenae subsp. avenae ATCC 19860	643561	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax.	11.0	0.6951185048126761	0.6972116282629134	0.6314736507070432	4632.0	0.612937023485227	0.8972425152813576	0.8810483804770739	5482170.0	563334.0	4830057.0	51.0	32.293535333729054	44.96568889991802	56.84206742839804	31.189006534144102	39.200372258904345	50.69258565399878	53.0	1.134861073257192	3.996958953032291	1.1042320746953382	1.1300974807365218	-3.3784822970639024	-5.960000000000004	-1.550826545768582	-1.7329562264150946	16.0	17.0	0.9024179620034544	3.0	3.0	2236.0	741.1439999999999	2122.0	870.628	100.0	7.04556837304801	1.960267601137734	3.3824064175097126	1392.0	-12.435907519446847	-21.904170267934308	9.468262748487467	-10.428846153846157	-16.71153846153846	6.282692307692307	-0.4204517851580427	-0.1613924325556551	-0.33644719474056073	-0.10818539952202728	-0.1282159082193932	0.03062899856185375	2.8668614722957693	0.3227236614853195	0.2701580310880829
GCA_000046845	Acinetobacter sp. ADP1	62977	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter.	0.5	0.4154612035387272	0.4166826423335585	0.4402804866722392	3222.0	0.30187925250549474	0.8822193279036609	0.8707343729723136	3598621.0	423848.0	3133443.0	75.0	47.438496683157894	50.78353058201351	58.21544769992977	38.46171914494585	39.36508455405123	50.34648155294987	55.0	2.4250831514738147	4.152438534478454	1.2946062149770998	1.1168518609585367	-3.7724456859093607	-5.8998181818181825	-1.1218495965239048	-1.482828	17.0	17.0	0.9199255121042832	7.0	7.0	1830.0	542.656	1492.0	350.952	99.73	2.894201974173283	1.2087864582918046	2.1044835544120533	165.0	-6.5410966138552356	-9.998943771357565	3.45784715750233	-9.19245283018868	-11.13396226415094	1.9415094339622645	-0.42561373038169775	0.4053381830070188	-0.43852074845186206	-0.1351697265567777	-0.224845454758643	1.1304769364967149	3.0355866735199166	0.3995481067659839	0.3541427684667908
GCA_000015885	Actinobacillus pleuropneumoniae serovar 5b str. L20	416269	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus.	0.75	0.4229902703513658	0.4243560331674136	0.4236693682165032	2042.0	0.3340426061420537	0.8878676551408189	0.8557196759525906	2274482.0	255043.0	1946319.0	61.0	45.128223576480245	46.28030372383361	56.21963138551281	36.34801393403119	37.26799593254393	48.833278281752996	57.0	3.5779493867379037	5.856266619334095	1.9827003744081864	2.6653251399177837	-4.175484818805078	-5.7841818181818185	-1.0116147208618989	-1.2627549090909092	17.0	16.0	0.93486777668952	9.0	6.0	1395.0	318.066	1167.0	194.13	99.92	3.3373507639541296	1.2770039137652622	2.053490693036338	47.0	-5.432226581657674	-10.351309465424226	4.919082883766551	-6.961538461538462	-10.326923076923077	3.3653846153846154	-0.3781301672825918	0.2815257900037943	-0.3158512074495207	-0.13138387644539412	-0.19473311681505853	1.5952490123297174	3.190941479416311	0.5273917727717924	0.4764299706170421
GCA_000014805	Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas.	0.35	0.6280975276131165	0.6300847604421875	0.5431927487976322	4119.0	0.5151043821185296	0.8853394536097772	0.8752261590810986	4744448.0	544001.0	4152465.0	126.0	37.19517709594847	45.531493494649546	56.89858997805176	35.75993608161836	36.751519187377184	48.72130659223062	55.0	1.258108691384898	3.4103015384986937	0.1130083152423324	1.2362789299331796	-4.6380917698470325	-5.595090909090909	-1.695409429473184	-1.7586472727272728	17.0	16.0	0.8264141781985919	10.0	10.0	2702.0	935.572	2593.0	877.31	99.99	4.675582800105087	1.708934368051179	3.4244287670441533	1611.0	-10.838117473580732	-17.852840992872938	7.014723519292207	-9.59433962264151	-14.137735849056606	4.543396226415093	-0.5009578285004681	-0.11475958384572661	-0.3523057303798729	-0.14371680192734956	-0.19283299609541923	1.1451003761425655	2.1740226085655143	0.4288487496965283	0.41653071133770336
GCA_000576515	Agrobacterium tumefaciens LBA4213 (Ach5)	1435057	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex.	3.0	0.5957936080624653	0.5976369383622891	0.5897371294196689	4450.0	0.5140933773722219	0.8888993650230228	0.8797900582719556	4868208.0	540861.0	4283001.0	55.0	43.8100683217716	49.32129511466311	57.61828215177598	36.10841821687461	40.09779119614035	50.92180189312519	57.0	1.5797316421099263	4.411376068570052	0.28397425890993805	1.8531030672538744	-4.812476404494369	-5.530357142857142	-1.9447417887640528	-1.9964385714285715	17.0	16.0	0.8925842696629214	5.0	5.0	3124.0	1253.788	2938.0	1170.61	100.0	6.722762017989672	1.841684161240248	2.878767753143937	741.0	-10.80211464680659	-16.80072218460844	5.998607537801851	-9.633333333333336	-15.800000000000002	6.166666666666668	-0.36025260834990164	-0.10819930649586082	0.02801635676375673	-0.11622144931379876	-0.18700855070978525	1.2957573831999882	2.558273001316177	0.4202723595505618	0.39716629213483146
GCA_000009365	Alcanivorax borkumensis SK2	393595	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax.	10.0	0.5528019486420235	0.5545221009628893	0.5380353817504655	2744.0	0.5456588874377261	0.8774440786848552	0.8676256184412061	3120143.0	382392.0	2707116.0	41.0	49.48193864281047	51.30098351492717	58.0160569741222	43.632181773287414	43.5303613119528	53.75684425729646	53.0	1.2593762192153888	3.6035493446638736	0.11521488943889313	1.2009082066066727	-4.505621582209256	-5.900377358490567	-1.6829525045570608	-2.1486003773584907	17.0	16.0	0.8833819241982507	3.0	3.0	1776.0	652.424	1659.0	576.0880000000001	100.0	5.303925524216426	2.0185942751601518	2.9614920704537546	305.0	-9.93021152443472	-15.126987600291756	5.196776075857039	-10.069230769230767	-15.428846153846154	5.359615384615385	-0.31838606110099554	0.013999625733446939	0.03133467872800175	-0.07341437765626757	-0.15147121303655572	1.1441613297764957	2.402641138057201	0.409466472303207	0.39464723032069965
GCA_000204075	Anabaena variabilis ATCC 29413	240292	Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.	8.0	0.4260760246692104	0.4270618441224999	0.4383668380863332	5103.0	0.3635607912390839	0.8135335391366195	0.806513570928573	6402878.0	1193922.0	5164008.0	46.0	52.273028613329245	55.10512706747121	59.58948771958096	50.723555583216324	50.850014366788365	58.163138015653956	56.0	1.3040392583791682	2.599876598544048	1.1399798178319525	2.3099701152151404	-2.308114834411142	-3.4167272727272713	-1.002097938467585	-1.0808243636363637	16.0	15.0	0.8557711150303743	4.0	4.0	1790.0	752.252	1517.0	500.13800000000003	97.91	2.1694256341396136	2.2679290078224827	2.6160957448423026	529.0	-6.309575221238939	-10.02937069813176	3.7197954768928216	-6.0527272727272745	-11.04072727272727	4.988	-0.13308638940537215	-0.04070764504828743	0.3409339387031357	-0.02393626390344529	-0.07721809071364351	0.16405944054721577	0.2899064833289078	0.20336037624926515	0.19926748971193414
GCA_000013385	Anaeromyxobacter dehalogenans 2CP-C	290397	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Anaeromyxobacteraceae; Anaeromyxobacter.	9.2	0.7491363858472949	0.7513564238828241	0.6882804995196926	4411.0	0.7484348520805506	0.9123804049044586	0.9041595666402512	5013479.0	439279.0	4532985.0	48.0	28.886540839463645	44.63378734659029	58.873315539697295	28.44575878725793	39.99099560869253	56.49623244869147	54.0	2.7767727189203395	3.5210195442187158	2.8998794922480644	2.0975559352934243	-4.767523809523789	-5.740000000000001	-2.5295282086167883	-2.4483944444444448	17.0	17.0	0.7186579007027885	2.0	2.0	2577.0	1007.24	2865.0	1686.7379999999998	59.43000000000001	0.21058685808023506	3.2864135792483347	4.0050178067054105	3469.0	-19.750102063960085	-25.408958947607175	5.658856883647085	-14.330188679245285	-19.76603773584905	5.435849056603774	-0.1794259756483357	-0.2744245759927002	-0.03940863528246441	-0.04037623954443325	-0.10401966792209572	-0.1231067733277249	1.4234636089252914	0.355873951484924	0.2671190206302426
GCA_000011945	Anaplasma marginale str. St. Maries	234826	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Anaplasma.	21.6	0.4978012682452741	0.4987702362996481	0.5066723251756495	937.0	0.4968764858772409	0.8624431925870448	0.8350445483669774	1197687.0	164750.0	1000122.0	36.0	57.650581716500035	57.9706120369455	60.08351993479189	52.64020078212579	53.46323910559479	58.053984769610175	50.0	1.2425666486193208	6.069443257386669	0.6706854757882874	3.396705697967859	-3.310629669156888	-5.3862	-1.9199474706510145	-2.4293212000000004	18.0	17.0	0.7171824973319103	1.0	1.0	311.0	200.39	371.0	233.1	100.0	11.711096572917233	3.605418533048076	3.629079134605333	434.0	-10.946096256684491	-13.011625668449195	2.065529411764706	-8.745833333333332	-13.558333333333332	4.8125	-0.006519725990993037	-0.20100891420605926	1.329911146551233	-0.033778566358701176	-0.07775272285340193	0.5718811728310333	2.67273755941881	0.11804695837780149	0.14717182497331913
