#Id	Organism	TaxonID	Full_Taxonomy	Banfield_tree_name	CDS_GC	CDS_GC_nostartstop	Ribo_prot_GC_nostartstop	CDS_number	Intragenic_GC	Gene_density	Coding_density	Genome_length	Intragenic_length	CDS_length	tRNA_number	All_NC_wright	All_NC_novembre	All_NC_info	Ribo_NC_wright	Ribo_NC_novembre	Ribo_NC_info	Ribo_prot_number	Information_content_all(-20_-4)	Information_content_ribo(-20_-4)	Information_content_all_mean_random(-20_-4)	Information_content_ribo_mean_random(-20_-4)	Mean_binding_all	Mean_binding_ribo	Mean_binding_all_mean_random	Mean_binding_ribo_mean_random	Location_of_best_binding_all	Location_of_best_binding_ribo	ATG_start_percent	16s_copies	23s_copies	CDS_with_SD_utr_motif	Expected_CDS_with_SD_utr_motif	CDS_with_SD_utr_binding	Expected_CDS_with_SD_utr_binding	RP_information_percentile	RP_information_zscore	aSD_binding_score_ribosome	aSD_binding_score_all	Internal_SD_seqs	Mean_folding_init	Mean_folding_internal	Mean_folding_diff	Mean_folding_init_ribo	Mean_folding_internal_ribo	Mean_folding_diff_ribo	aSD_binding_summary	folding_energy_init_summary	folding_energy_diff_summary	NC_summary_info	NC_summary_novembre	SD_summary_all_info	SD_summary_ribo_info	SD_summary_all_motif_diff	SD_summary_all_binding_diff	Domain	Phylum	Class
GCA_000011585	Methanococcus maripaludis S2	267377	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus.	Archaea_Euryarchaeota_Methanococci_Methanococcales_Methanococcaceae_Methanococcus_maripaludis_S2	0.3400380077382661	0.3410369525886639	0.37322673226732267	1716.0	0.22505825880853267	0.8981336277501495	0.8806377800265721	1661137.0	169214.0	1462860.0	35.0	42.62037897052308	52.44200906735893	58.43104914465489	35.37052049628111	41.18044332070814	51.28377030032472	60.0	5.116142880004531	7.5722867643024125	2.7495984515023277	3.024402831819688	-4.5395979020979045	-6.322500000000002	-1.1276657342657341	-1.3040296666666669	18.0	17.0	0.8513986013986014	3.0	3.0	726.0	297.16	690.0	185.33599999999998	100.0	3.9713434831753656	2.335825843578612	2.5084989478066735	124.0	-5.850186806771745	-7.521663747810859	1.6714769410391128	-6.722033898305083	-8.52542372881356	1.8033898305084743	-0.06883523087742952	0.14902893195207922	0.07891995769164173	-0.12231987871099156	-0.2147432172590092	2.3665444285022037	4.5478839324827245	0.2499067599067599	0.2940932400932401	Archaea	Euryarchaeota	Methanococci
GCA_000016525	Methanobrevibacter smithii ATCC 35061	420247	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter.	Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_Methanobrevibacter_smithii_ATCC_35061	0.3215203056202101	0.3221048372427976	0.3484573502722323	1710.0	0.19820931864489894	0.9042656867189016	0.8777407239525998	1853160.0	177411.0	1626594.0	35.0	39.73334116480904	52.46701164412552	59.3119099442882	35.37716608643593	43.30504459419633	54.85553447777847	61.0	5.3327251004247245	7.496041554105318	4.3280013338098415	4.110129880295654	-3.8847747220596793	-6.397377049180329	-0.9320995201872416	-1.2535085245901638	16.0	16.0	0.9005847953216374	2.0	2.0	883.0	253.08	760.0	143.65	99.9	3.4731299244022766	2.5930268977719715	2.6713428718825765	228.0	-4.8740586510263935	-7.364082111436948	2.4900234604105567	-5.483050847457627	-7.966101694915254	2.483050847457628	-0.029317080534635127	0.12494560284025108	-0.0028002197825794644	-0.07513458040207466	-0.17462338263275207	1.004723766614883	3.385911673809664	0.3683742690058479	0.36043859649122806	Archaea	Euryarchaeota	Methanobacteria
GCA_000091665	Methanocaldococcus jannaschii DSM 2661	243232	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	Archaea_Euryarchaeota_Methanococci_Methanococcales_Methanocaldococcaceae_Methanocaldococcus_jannaschii_DSM_2661	0.3193709075668359	0.3200278726163308	0.36130649203654297	1714.0	0.26087502058549056	0.8852501846880124	0.8741526874358096	1664970.0	191055.0	1455438.0	36.0	38.629107304622075	51.992018553347684	58.43784319561168	35.73494173162375	43.01679288921196	52.96545739282213	61.0	4.640288483161745	5.652049319479562	3.4493274757486945	3.82923919237097	-3.237991827203748	-5.061967213114754	-1.0930006187974295	-1.4249455737704921	18.0	17.0	0.7012835472578763	2.0	2.0	603.0	309.032	517.0	195.418	81.21000000000002	0.8840963262542715	3.5667575772052142	3.479784286217253	756.0	-5.844229411764705	-6.517052941176472	0.6728235294117647	-5.9142372881355945	-6.089830508474575	0.17559322033898295	0.024993874284807104	0.011978974718199805	-0.7390203929216026	-0.09364455468473704	-0.17262698994705256	1.1909610074130508	1.8228101271085917	0.17150991831971998	0.18762077012835474	Archaea	Euryarchaeota	Methanococci
GCA_000195895	Methanosarcina barkeri str. Fusaro	269797	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanosarcina_barkeri_Fusaro_DSM_804	0.4219681957859552	0.4231374724818031	0.4741372310190824	3740.0	0.3153401563890568	0.7162788418921869	0.6875919914135835	4837408.0	1372475.0	3326163.0	60.0	53.41405942342536	55.19517161642352	59.42430664651269	50.4143620814526	49.54528849007362	57.38201653042214	56.0	2.138599741371608	4.35373702955871	1.4333551236337512	1.9060178578242075	-4.151855614973253	-6.332142857142856	-1.409346326203219	-1.8394835714285716	16.0	16.0	0.7914438502673797	3.0	3.0	2080.0	873.04	2033.0	622.788	99.99	4.038367394950977	2.98672591382934	3.1323437942772205	993.0	-6.991281433921883	-9.690724986623863	2.69944355270198	-7.478181818181818	-11.072727272727272	3.594545454545455	-0.04648847317268422	0.06964393993602959	0.33158756031313635	-0.03436792503510682	-0.10236190885705594	0.7052446177378566	2.4477191717345024	0.32271657754010696	0.3770620320855615	Archaea	Euryarchaeota	Methanomicrobia
GCA_000008665	Archaeoglobus fulgidus DSM 4304	224325	Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Archaeoglobus.	Archaea_Euryarchaeota_Archaeoglobi_Archaeoglobales_Archaeoglobaceae_Archaeoglobus_fulgidus_DSM_8774	0.4938625204582651	0.4952759247469575	0.5128546635993058	2353.0	0.3962948280363169	0.9221116415717958	0.902027175908924	2178400.0	169672.0	1964976.0	45.0	49.152024387665215	49.470028537156296	57.37963628579063	46.12233668607751	46.85569873975616	54.28249493889267	60.0	1.0116050408845745	4.353805029414483	0.7310302087815372	1.7049279059562688	-3.2668720781980687	-5.958166666666667	-1.6755163365915935	-2.5726586666666678	16.0	17.0	0.8176795580110497	1.0	1.0	1009.0	589.918	957.0	542.714	100.0	9.372635423334502	4.400415518668196	4.3285386336824185	2890.0	-9.324872340425529	-11.673748936170213	2.348876595744681	-9.716949152542373	-12.0	2.283050847457628	0.016605346762177276	0.04204634635233541	-0.028024353602188204	-0.05397631542089319	-0.05284674124326711	0.28057483210303724	2.648877123458214	0.17810539736506587	0.17606714832129197	Archaea	Euryarchaeota	Archaeoglobi
GCA_000195915	Thermoplasma acidophilum DSM 1728	273075	Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Thermoplasmataceae; Thermoplasma.	Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Thermoplasmataceae_Thermoplasma_acidophilum_DSM_1728	0.4725102118748731	0.4735898826454757	0.4763684798487583	1508.0	0.3697220260436918	0.8833457089435404	0.8718370304670057	1564906.0	182553.0	1364343.0	44.0	50.71130048867301	50.914669246192354	57.805761124735106	49.58587728906732	49.911802299835365	56.38999196680993	54.0	1.1352975024475969	4.681887271568568	1.09410404456996	1.9326086880555584	-2.192581287325815	-5.598518518518518	-1.2860270471134692	-2.21092	16.0	16.0	0.8189655172413793	1.0	0.0	464.0	291.698	378.0	225.97400000000002	100.0	10.73801769546788	3.7242676188861097	3.604645131862095	888.0	-8.478611295681063	-11.157196013289036	2.6785847176079733	-7.781132075471697	-10.926415094339623	3.145283018867925	0.03318564869719082	-0.08226337968396501	0.17423316805776526	-0.0244918349032752	-0.019697013870555342	0.04119345787763695	2.74927858351301	0.1142586206896552	0.10081299734748009	Archaea	Euryarchaeota	Thermoplasmata
GCA_000069025	Halobacterium salinarum R1	478009	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium.	Archaea_Euryarchaeota_Halobacteria_Halobacteriales_Halobacteriaceae_Halobacterium_sp._NRC_1	0.6876460959167651	0.6901825172624986	0.6644412652996344	2039.0	0.5901093217144311	0.9044129773578908	0.8988056744705797	2000962.0	191266.0	1798476.0	44.0	35.318063534460514	48.55802130722263	59.46039289703724	35.068992339709794	46.131242642953	58.01604882197233	57.0	1.4606095103860899	1.865907346937326	0.6470516207717146	1.1842909845367091	-2.1739333006375783	-4.502280701754386	-1.8263237959784249	-2.094571228070176	15.0	15.0	0.8901422265816576	1.0	1.0	383.0	376.694	578.0	477.19800000000004	28.54	-0.5972922180534685	3.827912350622981	3.5633400301549196	733.0	-16.180756756756757	-20.632044226044226	4.451287469287469	-12.370909090909093	-19.8	7.42909090909091	0.07424840689608808	-0.23545546868546485	0.6689757649555055	-0.02429085992697624	-0.04997688536185615	0.8135578896143753	0.6816163624006168	0.0030926924963217417	0.049436978911230944	Archaea	Euryarchaeota	Halobacteria
GCA_000152265	Ferroplasma acidarmanus fer1	333146	Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Ferroplasmaceae; Ferroplasma.	Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Ferroplasmaceae_Ferroplasma_acidarmanus_Fer1	0.3760934750676367	0.3770121780095419	0.40027876330461226	1871.0	0.2959117685099178	0.8753732797095509	0.8675147051148427	1935211.0	241179.0	1678824.0	43.0	48.10398162424674	52.54447203331515	58.52694242804771	47.09368860231306	51.183304950987214	57.54333126203637	55.0	2.7441533876806323	5.614233296726058	3.1560070344376783	3.2824353563184463	-1.8657455905932725	-4.7031481481481485	-0.8627247354355925	-1.528584814814815	16.0	17.0	0.9123463388562266	1.0	0.0	459.0	248.78799999999998	382.0	160.20600000000002	100.0	5.476938026437031	3.276140350313195	3.1061772164292516	513.0	-5.841579229122057	-8.174346895074947	2.33276766595289	-4.832075471698113	-9.209433962264153	4.377358490566038	0.0547177839644729	-0.17281350090935324	0.876465691142016	-0.01680612595166034	-0.025905048231618117	-0.41185364675704594	2.331797940407612	0.11235275253874935	0.11854302512025655	Archaea	Euryarchaeota	Thermoplasmata
GCA_000007305	Pyrococcus furiosus DSM 3638	186497	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Pyrococcus.	Archaea_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Pyrococcus_furiosus_DSM_3638	0.4105153637165095	0.4113402423569893	0.4418170271582801	1989.0	0.3545311531677552	0.9142463065752184	0.8874611163282076	1908256.0	163640.0	1693503.0	45.0	49.196833758617174	53.67132060229583	58.628179083994354	45.14675196770526	47.760311398063784	54.64188485459818	64.0	3.3255411269125936	7.5191720073443165	1.2382852524695156	2.959621545862193	-5.6472750125691284	-8.545079365079367	-1.9058472398190087	-2.9120158730158727	16.0	16.0	0.8587229763700351	1.0	1.0	1127.0	626.484	1291.0	527.828	100.0	7.660476252527485	3.895844538490502	3.9651411456661783	1325.0	-8.419587109768377	-8.938091641490432	0.5185045317220544	-8.446031746031744	-9.133333333333333	0.6873015873015872	-0.017476454085730658	0.0031408471601518362	0.3255459600689024	-0.06799280297764597	-0.11013347795245412	2.087255874443078	4.559550461482123	0.2516420311714429	0.3836963298139769	Archaea	Euryarchaeota	Thermococci
GCA_000008645	Methanothermobacter thermautotrophicus str. Delta H	187420	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter.	Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_Methanothermobacter_thermautotrophicus_Delta_H	0.506111853197859	0.5075755433560492	0.4913718187461204	1746.0	0.38451835382730615	0.8994448368341026	0.8540605477861134	1751377.0	176110.0	1495782.0	38.0	46.74440135750202	47.28354133101711	56.146164067838754	43.28737488258067	43.98286710762581	53.96439072680195	60.0	2.515443213572585	6.326718484794532	0.8548495327310944	2.4403351368651167	-4.898969072164949	-7.667288135593222	-1.7425103894616298	-1.8400864406779658	17.0	16.0	0.7829324169530355	2.0	2.0	987.0	474.48199999999997	1039.0	397.01599999999996	100.0	7.758075469208302	3.9746607840377006	4.347852041994528	2126.0	-8.919157110091742	-12.617597477064221	3.698440366972477	-7.254385964912281	-11.445614035087717	4.191228070175439	-0.08583347693350449	-0.18665117394286349	0.13324203023620892	-0.038858813905802515	-0.06980598598324793	1.6605936808414903	3.8863833479294154	0.29353837342497135	0.36768843069874	Archaea	Euryarchaeota	Methanobacteria
